State,Year,Carbon_Emissions_MtCO2,GDP_BillionINR,Urbanization_Percent,Energy_Use_TWh
Arunachal Pradesh,2022,0.729627148917169,0.4249242033725894,0.8120151542486019,0.37565010512338165
Arunachal Pradesh,2023,0.6375147513794532,0.3792144857651864,0.866498286126646,0.597515768507248
Arunachal Pradesh,2024,0.5237138391860428,0.3901797083043984,0.4638282518491791,0.3890948323558703
Assam,1980,0.017829234841960896,0.41377884672176524,0.47880209272956886,0.012421157463760098
Assam,1981,0.3920517972761777,0.38748613428468215,0.5578206747248782,0.40265021577957283
Assam,1982,0.4095620833732019,0.043775140040536065,0.28432256900595343,0.19887683965917893
Assam,1983,0.0018817975951264596,0.2213918872540988,0.6379217030488905,0.0
Assam,1984,0.40554332918699965,0.3634692338590123,0.3985206566841061,0.4419054996127033
Assam,1985,0.2488438107996045,0.0878145945128167,0.4533646040050514,0.2461823614031205
Assam,1986,0.2860332344592224,0.1651402034024155,0.21306151903301462,0.14786433550957176
Assam,1987,0.45676649762383187,0.6246228809959101,0.6893379036622767,0.21096602854929733
Assam,1988,0.44675150703281974,0.4471615436041304,0.48222983943712794,0.2553114971782671
Assam,1989,0.37294676745447003,0.298186512585939,0.3030849720368032,0.19619342702224188
Assam,1990,0.029215705036200683,0.3024214302295258,0.6312466173552227,0.005090184795839326
Assam,1991,0.3145153573820687,0.2623837786681575,0.5614288291538878,0.25257275644572313
Assam,1992,0.618664880553695,0.3835131763785705,0.7739491250225509,0.5880546641584598
Assam,1993,0.36216629987561,0.3101036202835719,0.48078657766552413,0.23373353989155693
Assam,1994,0.5875673779223678,0.36202717984350313,0.835468158037164,0.39448932167754786
Assam,1995,0.04768283736803495,0.3294611694235885,0.7683564856575861,0.043487883147062076
Assam,1996,0.16295091378815424,0.5159476575010846,0.24968428648746166,0.06819187783556489
Assam,1997,0.23050425796574492,0.3421977107269864,0.4284683384448855,0.1603408210689388
Assam,1998,0.3184065320702963,0.25987014253553087,0.5930001804077214,0.26314042270665045
Assam,1999,0.1143112301853092,0.6596108906964657,0.35522280353599134,0.12858249419054996
Assam,2000,0.54342487162313,0.7329213534076252,0.584160202056648,0.5031537014495961
Assam,2001,0.3490894013332057,0.17203219730454222,0.7829695110950748,0.29332189886024124
Assam,2002,0.2843747009855516,0.6527858093564955,0.13674905285946243,0.23345689941352216
Assam,2003,0.31244219053998024,0.25050768189571726,0.2606891574959408,0.3104736084983955
Assam,2004,0.6582464198003379,0.1367369000018249,0.234710445607072,0.5659787540112869
Assam,2005,0.8179121615156443,0.6940861657198507,0.19646400865957064,0.7262642469846189
Assam,2006,0.22387012407106177,0.2920627376892169,0.4557099043839077,0.2332079229832909
Assam,2007,0.4365132523203521,0.5948766169636494,0.6097780985026159,0.255947770277747
Assam,2008,0.5794341849264822,0.36959693324618353,0.8255457333573878,0.5112869315038177
Assam,2009,0.8817975951264632,0.7485043276337304,0.5148836370196644,0.6594002434436207
Assam,2010,0.8568876981469078,0.41751142958787163,0.018221179866498294,0.5705986499944672
Assam,2011,0.43734251905718746,0.2919116448069279,0.12141439653617175,0.22947327652982186
Assam,2012,0.599591745606481,0.12654813789796052,0.8618076853689337,0.48276529821843533
Assam,2013,0.5262973240200299,0.2778972894133142,0.39238679415478983,0.3565895761867876
Assam,2014,0.5343986221414218,0.46551010624969225,0.6175356305249864,0.27794068828150936
Assam,2015,0.6329218894523649,0.4799300577312168,0.44903481869023987,0.3860517870974881
Assam,2016,0.1627595445411922,0.5577191489428502,0.3218473750676528,0.0872524067721589
Assam,2017,0.643510987784263,0.21655200940778851,0.6323290636839256,0.3954852273984729
Assam,2018,0.23997703569036455,0.3994403284170588,0.3968969871910518,0.1293847515768507
Assam,2019,0.30032213823238607,0.43449525067977085,0.7697997474291899,0.14764302312714397
Assam,2020,0.17682518419290022,0.2988161970784916,0.15424860184015876,0.19893216775478587
Assam,2021,0.7871336076292539,0.806508885144489,0.625293162547357,0.5858415403341817
Assam,2022,0.8062386374509616,0.6831258487937,0.9206206025617895,0.8582494190549962
Assam,2023,0.28207827002200747,0.5603620970357736,0.5255276925852426,0.11945335841540333
Assam,2024,0.7382706599049531,0.5750428309076385,0.23958145408623488,0.7074250304304527
Bihar,1980,0.4900647465952221,0.42373527899104496,0.47699801551506404,0.20510125041496072
Bihar,1981,0.1995662297068861,0.3929525570311858,0.12303806602922607,0.08003209029545202
Bihar,1982,0.07922686824227346,0.442200791451989,0.11636298033555836,0.058841429677990484
Bihar,1983,0.5769782795904698,0.05487850464355522,0.6144686992603283,0.5344970676109329
Bihar,1984,0.3182470576978279,0.3006605113650301,0.06440555655782065,0.1306019696802036
Bihar,1985,0.3905208433004816,0.08682640781774195,0.2116182572614108,0.16454575633506696
Bihar,1986,0.17698465856536855,0.007404139905729815,0.02453545011726499,0.14545756335066945
Bihar,1987,0.4282205849519982,0.155380388104634,0.5174093451199712,0.23204603297554494
Bihar,1988,0.5018339552833858,0.5893187535896823,0.2814360454627458,0.42270665043709194
Bihar,1989,0.7406308806174847,0.0555951165995546,0.7542846833844489,0.3386632732101361
Bihar,1990,0.4534813255509839,0.3868338839720475,0.5942630344578748,0.3130740289919221
Bihar,1991,0.19427168054093708,0.2878052542255479,0.2881111311564134,0.07992143410423813
Bihar,1992,0.24287946926928838,0.4364969370333168,0.3234710445607072,0.1264800265574859
Bihar,1993,0.5633910630561668,0.32064558652785224,0.4672559985567383,0.4660562133451367
Bihar,1994,0.5691959302140145,0.617171450980269,0.49666245715316604,0.5458393272103574
Bihar,1995,0.23318342742321307,0.5295281604755541,0.8480966985386974,0.11917671793736859
Bihar,1996,0.512423053615284,0.17829607651029603,0.8111131156413492,0.2209250857585482
Bihar,1997,0.6999649156380569,0.3950658951380077,0.22713332130615194,0.6605068053557597
Bihar,1998,0.7068542085286893,0.6350129694598116,0.7138733537795418,0.5995629080447051
Bihar,1999,0.5104774662711702,0.7231360289219249,0.6839256720187624,0.5285492973331858
Bihar,2000,0.4623799955347175,0.508761326815278,0.7357026880750496,0.3391888901184021
Bihar,2001,0.2811533186616911,0.36717356039388543,0.8259065488002885,0.22748146508797168
Bihar,2002,0.12368832328644788,0.08190058363059713,0.3151722893739852,0.04755449817417283
Bihar,2003,0.11172774535132204,0.3187830233607256,0.5497023272596068,0.10075246210025451
Bihar,2004,0.40107804675788594,0.49202121658026576,0.7986649828612663,0.22853269890450367
Bihar,2005,0.2553822600708066,0.24102807521599906,0.11942991160021649,0.10470842093615138
Bihar,2006,0.2298663604758715,0.39007296216418386,0.6882554573335739,0.14614916454575633
Bihar,2007,0.39256211526807644,0.29336959300875576,0.35919177340790187,0.24958503928294784
Bihar,2008,0.18211973335884923,0.4131003023231218,0.4946779722172109,0.07375235144406328
Bihar,2009,0.13676522182885212,0.7165061909817958,0.3086776114017681,0.11848511674228171
Bihar,2010,0.5725767869103434,0.46335614966672256,0.7476095976907812,0.5590627420604183
Bihar,2011,0.8414186840174783,0.6772546148573751,0.4548078657766552,0.7911364390837667
Bihar,2012,0.16460944726182505,0.12873859224210651,0.45065848818329424,0.12208144295673343
Bihar,2013,0.7852518100341274,0.29314158011366503,0.41944795237236154,0.7765021577957286
Bihar,2014,0.7145727681561572,0.3143895563029966,0.4515605267905466,0.3939913688170853
Bihar,2015,0.5086275635505373,0.4178732676072755,0.4667147753923868,0.3560916233263251
Bihar,2016,0.7127866551845118,0.3828401262665557,0.28233808406999816,0.39396370476928183
Bihar,2017,0.9005198864542467,0.5619001048427624,0.39346924048349263,0.5615248423149276
Bihar,2018,0.4632411571460466,0.02773300043189017,0.6043658668591017,0.20313710302091398
Bihar,2019,0.25841227314770515,0.2641378296743674,0.16381021107703414,0.2065951089963483
Bihar,2020,0.30408573342263895,0.5620666994623252,0.7835107342594264,0.3329368153148169
Bihar,2021,0.48094281249003284,0.31836506512790014,0.5901136568645137,0.22717716056213344
Bihar,2022,0.3216598092686505,0.3437469033317551,0.7858560346382825,0.25658404337722696
Bihar,2023,0.3958153924664306,0.6154134754836101,0.8522460761320584,0.38765630187008965
Bihar,2024,0.3301757407584601,0.25548275843799784,0.8775031571351254,0.3150105123381653
Chhattisgarh,1980,0.7130418141804611,0.07355907918110799,0.4115100126285405,0.549546309616023
Chhattisgarh,1981,0.45600102063598374,0.28081357826601494,0.1641710265199351,0.2371085537235808
Chhattisgarh,1982,0.7007622875003986,0.07531901692299148,0.30723434963016416,0.6665375677769172
Chhattisgarh,1983,0.7110005422128663,0.0881526893650037,0.5345480786577665,0.6210025450923979
Chhattisgarh,1984,0.5340158836474977,0.2402104076309362,0.5498827349810572,0.4771771605621334
Chhattisgarh,1985,0.2403597741842886,0.523058049296702,0.6749052859462384,0.17771384308952085
Chhattisgarh,1986,0.24632411571460466,0.5416387455523259,0.115100126285405,0.18919442292796282
Chhattisgarh,1987,0.2798775236819443,0.5718808689528263,0.5504239581454087,0.2687562244107558
Chhattisgarh,1988,0.1363505884604344,0.3678931157177216,0.6364784412772866,0.07339271882261812
Chhattisgarh,1989,0.14225114024176316,0.6693581476248102,0.23453003788562143,0.10617461546973553
Chhattisgarh,1990,0.5651771760278123,0.2970968778127559,0.4463287028684827,0.29210468075688834
Chhattisgarh,1991,0.18932797499441842,0.1217582973048758,0.1838354681580372,0.1359411309062742
Chhattisgarh,1992,0.5080215609351576,0.26381759125372367,0.09309038426844668,0.29495407768064624
Chhattisgarh,1993,0.4802730201256658,0.2888020747996106,0.1858199530939924,0.20803363948212902
Chhattisgarh,1994,0.47414920422288137,0.12647278768133846,0.329424499368573,0.44699568440854265
Chhattisgarh,1995,0.03776353140050393,0.46283242641629463,0.060616994407360625,0.053972557264578946
Chhattisgarh,1996,0.5715880458010397,0.5122831645442696,0.26754465091105906,0.38668806019696794
Chhattisgarh,1997,0.28855292954422224,0.2888056068410148,0.5563774129532744,0.29365386743388294
Chhattisgarh,1998,0.15791152361815455,0.5098179958686889,0.5123579289193577,0.06382095828261591
Chhattisgarh,1999,0.48518483079769076,0.3613498127919944,0.21703048890492516,0.3920272214230386
Chhattisgarh,2000,0.2628456607023251,0.12566120305647166,0.3664080822659209,0.2329312825052562
Chhattisgarh,2001,0.15995279558574937,0.10211504526016724,0.7288471946599314,0.1854874405222972
Chhattisgarh,2002,0.3556278506044078,0.44948091745952823,0.345661194299116,0.2929069381431891
Chhattisgarh,2003,0.5342710426434472,0.6706871763153863,0.8273498105718925,0.2754509239791966
Chhattisgarh,2004,0.7769591426657736,0.1131095052532248,0.12249684286487461,0.4852827265685515
Chhattisgarh,2005,0.5112110483845245,0.7421688264772813,0.18924769980155154,0.4601637711629965
Chhattisgarh,2006,0.2234235958281504,0.05948801490050534,0.16633591917734075,0.13693703662719928
Chhattisgarh,2007,0.35400121200523077,0.45337656290379325,0.23218473750676527,0.19655305964368705
Chhattisgarh,2008,0.7319873696297003,0.44611821781824634,0.4551686812195562,0.6539780900741397
Chhattisgarh,2009,0.3148024112525117,0.3769977373350316,0.6348547717842323,0.20103463538784994
Chhattisgarh,2010,0.2595923835039709,0.17348759458757826,0.7333573876961933,0.2092231935376784
Chhattisgarh,2011,0.19612158326156987,0.6213894933149249,0.49630164171026525,0.12479251964147392
Chhattisgarh,2012,0.6452333110069212,0.24416923737143126,0.5570990438390763,0.3007358636715724
Chhattisgarh,2013,0.555002711064332,0.3082481211992537,0.21919538156233087,0.56265906827487
Chhattisgarh,2014,0.30497878990846167,0.7374164647679852,0.732816164531842,0.13303640588690935
Chhattisgarh,2015,0.22307275220872008,0.27826991978145305,0.30687353418726326,0.17500276640478035
Chhattisgarh,2016,0.27633719261314704,0.37505962772676055,0.7609597690781166,0.22891999557375237
Chhattisgarh,2017,0.66826141039135,0.5239910969009672,0.44055565578206746,0.36076684740511233
Chhattisgarh,2018,0.363218830733901,0.7271158546863223,0.18527872992964095,0.2878167533473498
Chhattisgarh,2019,0.2498963416578956,0.6796927045488572,0.7032292982139635,0.22006750027664046
Chhattisgarh,2020,0.5851752623353426,0.31452122295756274,0.164531841962836,0.26845191988491757
Chhattisgarh,2021,0.1630147035371416,0.1853992079985825,0.6915027963196825,0.12401792630297664
Chhattisgarh,2022,0.8193474308678593,0.15556503538026253,0.4961212339888148,0.8304470510125042
Chhattisgarh,2023,0.38197301693617836,0.6305343409593378,0.8877863972578027,0.30568772822839435
Chhattisgarh,2024,0.3510987784263069,0.39493933032102535,0.36821215948042574,0.2471506030762421
Goa,1980,0.439607055146238,0.4575251417575007,0.772866678693848,0.22421710744716167
Goa,1981,0.30768985424042355,0.2613936297278582,0.09868302363341147,0.179180037623105
Goa,1982,0.4393837910247823,0.22525535187668155,0.7283059714955801,0.2567500276640478
Goa,1983,0.15880458010397727,0.07055782511018499,0.007577124300920113,0.1567444948544871
Goa,1984,0.2001722323222658,0.177504310562197,0.5435684647302904,0.11967467079783112
Goa,1985,0.17366759161802697,0.6055614346602756,0.37921703048890487,0.14805798384419608
Goa,1986,0.10821930915701847,0.26567289411351946,0.5482590654880029,0.06310169303972557
Goa,1987,0.42965585430421327,0.27432953514606856,0.6978170665704493,0.22067610932831688
Goa,1988,0.6950849998405255,0.25468216238638847,0.6803175175897528,0.3845026004204935
Goa,1989,0.3300800561349791,0.1737495543250534,0.6056287209092549,0.352937921876729
Goa,1990,0.2113035435205562,0.1788959348754357,0.5594443442179325,0.18142082549518646
Goa,1991,0.27974994418396965,0.22009111489475597,0.23813819231463107,0.15704879938032532
Goa,1992,0.49669888048990524,0.503500351143783,0.6305249864694208,0.4746320681642138
Goa,1993,0.15934679297036966,0.7122963900770829,0.8010102832401226,0.08285382317140644
Goa,1994,0.06455522597518579,0.3500433558082361,0.04834926934872813,0.039310611928737416
Goa,1995,0.3258380378273211,0.18921675608291116,0.6159119610319321,0.19566781011397588
Goa,1996,0.6897266609255891,0.1548392008717078,0.34854771784232375,0.677077569990041
Goa,1997,0.09523809523809523,0.48099437954100344,0.7430994046545193,0.09275755228505035
Goa,1998,0.49519982138870283,0.11824489723034975,0.17968609056467616,0.31191213898417613
Goa,1999,0.25879501164162916,0.6651944594828738,0.7629442540140717,0.27459333849728895
Goa,2000,0.3641437820942175,0.40118613799332564,0.007577124300920113,0.1538950979307292
Goa,2001,0.7549197843906483,0.20154436548151633,0.7335377954176437,0.6882815093504482
Goa,2002,0.4649953752431984,0.1203705974820862,0.7537434602200973,0.37044926413632845
Goa,2003,0.25225656237042704,0.45008666256034147,0.15731553310481683,0.19884917561137544
Goa,2004,0.1995981245813798,0.17467965856148196,0.5031571351253833,0.15278853601859024
Goa,2005,0.7590980129493189,0.6694866746870171,0.7887425581814901,0.5424089852827266
Goa,2006,0.2765923516090964,0.49453818852977405,0.5105538517048529,0.21138098926634943
Goa,2007,0.5502822696392689,0.6792651313144316,0.5343676709363161,0.5675279406882815
Goa,2008,0.3463145472522566,0.5473431886445654,0.7228937398520657,0.3414020139426801
Goa,2009,0.19232609319682328,0.7632715965199974,0.2413855313007396,0.1719043930507912
Goa,2010,0.309954390329474,0.6368231406794431,0.05033375428468334,0.281011397587695
Goa,2011,0.1892003954964437,0.19902288036799165,0.3164351434241386,0.09765408874626533
Goa,2012,0.46234810066022386,0.5672894113519419,0.5877683564856576,0.19970676109328314
Goa,2013,0.3570312250821293,0.24056184575065004,0.12321847375067657,0.16003651654310055
Goa,2014,0.11829808949701781,0.5575005548248373,0.6774309940465452,0.09842868208476263
Goa,2015,0.4350460880936433,0.8418469593931011,0.43171567743099404,0.35874737191545863
Goa,2016,0.3651325232035212,0.7257850599750442,0.19069096157315535,0.29606063959278517
Goa,2017,0.7071731572736261,0.045090433014540424,0.58867039509291,0.5094057762531814
Goa,2018,0.24469747711542755,0.2909071714764894,0.7746707559083529,0.12902511895540555
Goa,2019,0.39941951328421527,0.07099108885576183,0.6139274760959769,0.23583600752462097
Goa,2020,0.9022422096769048,0.6317931212708756,0.2024174634674364,0.8132123492309395
Goa,2021,0.22849488087264375,0.7998694322027597,0.5035179505682843,0.18972003983622882
Goa,2022,0.08748764073613371,0.2931239199066442,0.8567562691683203,0.08719707867655194
Goa,2023,0.3930405383854815,0.8599914485353115,0.82644777196464,0.2511618900077459
Goa,2024,0.5659426530156603,0.8604551270818687,0.5525888508028143,0.5416620559920328
Gujarat,1980,0.4471342455267438,0.18735870607980099,0.3718203139094354,0.34203828704216
Gujarat,1981,0.6742576467961597,0.12957627472845962,0.2848637921703049,0.49723359521965255
Gujarat,1982,0.0893375434567665,0.17295975062217891,0.14667147753923865,0.08379440079672457
Gujarat,1983,0.39214748189965876,0.07656308039534532,0.06548800288652351,0.27877060971561357
Gujarat,1984,0.44461455044174397,0.5180392146859142,0.22172108966263748,0.2115193095053668
Gujarat,1985,0.2782508850827672,0.0757970198596877,0.5623308677611402,0.166648223968131
Gujarat,1986,0.23528848913979522,0.5710965595365805,0.22262312826988995,0.2309118070156025
Gujarat,1987,0.53707779159889,0.35909774394779803,0.2044019484033917,0.44439526391501605
Gujarat,1988,0.7300098874110929,0.4441542065730114,0.20025257081003067,0.3165043709195529
Gujarat,1989,0.6479443753388829,0.25568663571682687,0.7726862709723975,0.33249419054996127
Gujarat,1990,0.4940835007814243,0.08284187266480555,0.753202237055746,0.43172513002102464
Gujarat,1991,0.35444774024814213,0.26044017477325765,0.6027421973660473,0.2844140754675224
Gujarat,1992,0.5720026791694574,0.48392165696696143,0.09128630705394186,0.4244771494965143
Gujarat,1993,0.10330749848499346,0.5868057061306231,0.782247880209273,0.05950536682527387
Gujarat,1994,0.39214748189965876,0.6344431334466073,0.6559624751939384,0.19425694367599866
Gujarat,1995,0.1608458520715721,0.38499565264570507,0.7697997474291899,0.09801372136771053
Gujarat,1996,0.3463783370012439,0.2310059077316975,0.744903481869024,0.26551953081774926
Gujarat,1997,0.7015596593627403,0.3780916890477087,0.43496301641710267,0.47562797388513883
Gujarat,1998,0.6655503460593882,0.265145442597165,0.06729208010102833,0.31559145734203825
Gujarat,1999,0.4601473543201607,0.4888798582003111,0.37921703048890487,0.29708420936151375
Gujarat,2000,0.3090613338436513,0.34797259842278655,0.8132780082987551,0.26504924200509017
Gujarat,2001,0.14920422288138296,0.43210190017940814,0.13945516868121954,0.13074028991922096
Gujarat,2002,0.3514815169202309,0.2733811820290518,0.7842323651452282,0.3846409206595109
Gujarat,2003,0.519248556756929,0.31587242501917606,0.17806242107162185,0.41841872302755334
Gujarat,2004,0.30689248237808187,0.3975359694266496,0.7387696193397076,0.2682306075024897
Gujarat,2005,0.22042547762574555,0.2826164891783157,0.43388057008839975,0.09613256611707424
Gujarat,2006,0.7842949637993174,0.17697018741207915,0.17607793613566664,0.4958227287816754
Gujarat,2007,0.4723630912512358,0.4919856999417017,0.1641710265199351,0.2737080889675777
Gujarat,2008,0.3854495582559882,0.6636741118829058,0.7737687173011004,0.30593670465862566
Gujarat,2009,0.13163014703537143,0.7497164065089245,0.3783149918816525,0.12534580059754344
Gujarat,2010,0.17047810416866008,0.5809497777070498,0.5801912321847374,0.19757662941241563
Gujarat,2011,0.3424871623130163,0.43345113999579693,0.26898791268266276,0.27168861347792406
Gujarat,2012,0.51204031512136,0.38246298273440055,0.8168861627277647,0.42948434214894315
